idnumber,smiles,smiles_desalted,hac,mw,alogp,hba,hbd,psa,rotb,arom,alerts
HMDB0029094,[NH3+]C(Cc1c[nH]c2ccccc12)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)O,[NH3+]C(Cc1c[nH]c2ccccc12)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)O,29,391.4510000000001,1.6142999999999996,3,5,125.61999999999999,7,4,0
HMDB0029095,[NH3+]C(Cc1c[nH]c2ccccc12)C(=O)NC(Cc1ccc(O)cc1)C(=O)O,[NH3+]C(Cc1c[nH]c2ccccc12)C(=O)NC(Cc1ccc(O)cc1)C(=O)O,27,368.41300000000007,0.8385999999999998,4,5,130.06,7,3,0
HMDB0029096,CC(C)C(NC(=O)C([NH3+])Cc1c[nH]c2ccccc12)C(=O)O,CC(C)C(NC(=O)C([NH3+])Cc1c[nH]c2ccccc12)C(=O)O,22,304.37000000000006,0.5463000000000009,3,4,109.83,6,2,0
HMDB0029097,[NH3+]C(CCC(=O)NC(=O)C([NH3+])Cc1c[nH]c2ccccc12)C(=O)O,[NH3+]C(CCC(=O)NC(=O)C([NH3+])Cc1c[nH]c2ccccc12)C(=O)O,24,334.3760000000001,-1.5609999999999968,4,5,154.54,7,2,0
HMDB0029098,CC(NC(=O)C([NH3+])Cc1ccc(O)cc1)C(=O)O,CC(NC(=O)C([NH3+])Cc1ccc(O)cc1)C(=O)O,18,253.27800000000002,-0.865499999999999,4,4,114.27,5,1,0
HMDB0029103,NC(=O)CCC(NC(=O)C([NH3+])Cc1ccc(O)cc1)C(=O)O,NC(=O)CCC(NC(=O)C([NH3+])Cc1ccc(O)cc1)C(=O)O,22,310.33000000000004,-1.619899999999997,5,5,157.35999999999999,8,1,0
HMDB0029104,[NH3+]C(Cc1ccc(O)cc1)C(=O)NC(CCC(=O)O)C(=O)O,[NH3+]C(Cc1ccc(O)cc1)C(=O)NC(CCC(=O)O)C(=O)O,22,311.31399999999996,-1.0206,6,5,151.57,8,1,0
HMDB0029106,[NH3+]C(Cc1ccc(O)cc1)C(=O)N1CC(O)CC1C(=O)O,[NH3+]C(Cc1ccc(O)cc1)C(=O)N1CC(O)CC1C(=O)O,21,295.315,-1.4083999999999992,5,4,125.71,4,1,0
HMDB0029112,[NH3+]C(Cc1ccc(O)cc1)C(=O)NC(Cc1ccccc1)C(=O)O,[NH3+]C(Cc1ccc(O)cc1)C(=O)NC(Cc1ccccc1)C(=O)O,24,329.37600000000003,0.35729999999999923,4,4,114.27,7,2,0
HMDB0029116,[NH3+]C(Cc1ccc(O)cc1)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)O,[NH3+]C(Cc1ccc(O)cc1)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)O,27,368.41300000000007,0.8385999999999989,4,5,130.05999999999997,7,3,0
HMDB0029117,[NH3+]C(Cc1ccc(O)cc1)C(=O)NC(Cc1ccc(O)cc1)C(=O)O,[NH3+]C(Cc1ccc(O)cc1)C(=O)NC(Cc1ccc(O)cc1)C(=O)O,25,345.37500000000006,0.06289999999999907,5,5,134.5,7,2,0
HMDB0029119,[NH3+]C(CCC(=O)NC(=O)C([NH3+])Cc1ccc(O)cc1)C(=O)O,[NH3+]C(CCC(=O)NC(=O)C([NH3+])Cc1ccc(O)cc1)C(=O)O,22,311.338,-2.336699999999996,5,5,158.98,7,1,0
HMDB0029134,CC(C)C([NH3+])C(=O)NC(Cc1ccccc1)C(=O)O,CC(C)C([NH3+])C(=O)NC(Cc1ccccc1)C(=O)O,19,265.33299999999997,0.06500000000000211,3,3,94.04,6,1,0
HMDB0029138,CC(C)C([NH3+])C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)O,CC(C)C([NH3+])C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)O,22,304.37000000000006,0.5463000000000018,3,4,109.83,6,2,0
HMDB0029156,[NH3+]C(CCC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)O,[NH3+]C(CCC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)O,21,295.31500000000005,-0.7261999999999986,5,4,131.33999999999997,8,1,0
HMDB0029160,[NH3+]C(CCC(=O)NC(Cc1c[nH]c2ccccc12)C(=O)O)C(=O)O,[NH3+]C(CCC(=O)NC(Cc1c[nH]c2ccccc12)C(=O)O)C(=O)O,24,334.3520000000001,-0.24489999999999862,5,5,147.13,8,2,0
HMDB0029185,O=C1CCC(Cc2ccc(O)c(O)c2)O1,O=C1CCC(Cc2ccc(O)c(O)c2)O1,15,208.213,1.3458999999999999,4,2,66.76,2,1,2
HMDB0029191,O=C1CCC(Cc2ccc(O)c(OS(=O)(=O)[O-])c2)O1,O=C1CCC(Cc2ccc(O)c(OS(=O)(=O)[O-])c2)O1,19,287.269,0.4793,7,1,112.96000000000001,4,1,3
HMDB0029202,COc1ccc(C2CC(=O)c3c(O)cc(O)cc3O2)cc1OS(=O)(=O)[O-],COc1ccc(C2CC(=O)c3c(O)cc(O)cc3O2)cc1OS(=O)(=O)[O-],26,381.33800000000014,1.6519000000000001,9,2,142.42000000000002,4,2,2
HMDB0029218,O=c1oc2cc(O)ccc2c2cc(O)c(O)cc12,O=c1oc2cc(O)ccc2c2cc(O)c(O)cc12,18,244.20199999999997,2.0629999999999997,5,3,90.9,0,3,3
HMDB0029219,O=c1oc2c(O)c(O)ccc2c2cc(O)c(O)cc12,O=c1oc2c(O)c(O)ccc2c2cc(O)c(O)cc12,19,260.20099999999996,1.7686,6,4,111.13000000000001,0,3,3
HMDB0029249,Oc1cc(O)c2ccc(-c3ccc(O)c(O)c3)[o+]c2c1,Oc1cc(O)c2ccc(-c3ccc(O)c(O)c3)[o+]c2c1,20,271.248,3.2033000000000005,5,4,92.22,1,3,2
HMDB0029250,COc1cc(-c2[o+]c3cc(O)cc4c3c(c2O)C=C(c2ccc(O)cc2)O4)cc(OC)c1O,COc1cc(-c2[o+]c3cc(O)cc4c3c(c2O)C=C(c2ccc(O)cc2)O4)cc(OC)c1O,33,447.41900000000015,5.111000000000007,8,4,119.91000000000003,4,4,1
HMDB0029251,COc1cc(-c2[o+]c3cc(O)cc4c3c(c2O)C=C(c2ccc(O)c(O)c2)O4)cc(OC)c1O,COc1cc(-c2[o+]c3cc(O)cc4c3c(c2O)C=C(c2ccc(O)c(O)c2)O4)cc(OC)c1O,34,463.4180000000002,4.816600000000007,9,5,140.14000000000001,4,4,2
HMDB0029253,O=C(CCc1ccc(O)c(O)c1)c1c(O)cc(O)cc1O,O=C(CCc1ccc(O)c(O)c1)c1c(O)cc(O)cc1O,21,290.271,2.0301000000000005,6,5,118.22000000000001,4,2,2
HMDB0029284,O=C(C=Cc1ccc(O)c(O)c1)Nc1ccccc1C(=O)O,O=C(C=Cc1ccc(O)c(O)c1)Nc1ccccc1C(=O)O,22,299.28200000000004,2.4478999999999997,5,4,106.86,4,2,2
HMDB0029287,O=C(C=Cc1ccc(O)c(O)c1)OC1CC2(O)CC(OC2=O)C1O,O=C(C=Cc1ccc(O)c(O)c1)OC1CC2(O)CC(OC2=O)C1O,24,336.29600000000005,-0.16600000000000015,8,4,133.52,3,1,3
HMDB0029288,O=C(C=Cc1ccc(O)c(O)c1)OC1C(O)CC2(O)CC1OC2=O,O=C(C=Cc1ccc(O)c(O)c1)OC1C(O)CC2(O)CC1OC2=O,24,336.2960000000001,-0.16600000000000015,8,4,133.52,3,1,3
HMDB0029289,COc1cc(C=CC(=O)OC2CC3(O)CC(OC3=O)C2O)ccc1O,COc1cc(C=CC(=O)OC2CC3(O)CC(OC3=O)C2O)ccc1O,25,350.32300000000004,0.1369999999999995,8,3,122.52000000000001,4,1,2
HMDB0029290,COc1cc(C=CC(=O)OC2C(O)CC3(O)CC2OC3=O)ccc1O,COc1cc(C=CC(=O)OC2C(O)CC3(O)CC2OC3=O)ccc1O,25,350.3230000000001,0.13699999999999973,8,3,122.52000000000002,4,1,2
HMDB0029291,O=C(C=Cc1ccc(O)c(O)c1)OC1CC2(O)CC(OC2=O)C1OC(=O)C=Cc1ccc(O)c(O)c1,O=C(C=Cc1ccc(O)c(O)c1)OC1CC2(O)CC(OC2=O)C1OC(=O)C=Cc1ccc(O)c(O)c1,36,498.4400000000002,1.5094999999999996,11,5,180.05,6,2,4
HMDB0029292,O=C(C=Cc1ccc(O)cc1)OC1CC2(O)CC(OC2=O)C1O,O=C(C=Cc1ccc(O)cc1)OC1CC2(O)CC(OC2=O)C1O,23,320.297,0.1283999999999998,7,3,113.29,3,1,2
HMDB0029293,O=C(C=Cc1ccc(O)cc1)OC1C(O)CC2(O)CC1OC2=O,O=C(C=Cc1ccc(O)cc1)OC1C(O)CC2(O)CC1OC2=O,23,320.2970000000001,0.1283999999999998,7,3,113.29000000000002,3,1,2
HMDB0029295,O=C(C=Cc1ccc(O)c(O)c1)NC(Cc1ccc(O)cc1)C(=O)O,O=C(C=Cc1ccc(O)c(O)c1)NC(Cc1ccc(O)cc1)C(=O)O,25,343.33500000000004,1.6286999999999996,6,5,127.09000000000002,6,2,2
HMDB0029296,O=C(C=Cc1ccc(O)cc1)NC(Cc1ccc(O)c(O)c1)C(=O)O,O=C(C=Cc1ccc(O)cc1)NC(Cc1ccc(O)c(O)c1)C(=O)O,25,343.3350000000001,1.6286999999999998,6,5,127.09000000000002,6,2,2
HMDB0029303,COc1cc(-c2c(O)c(O)cc3c2COCC3)ccc1O,COc1cc(-c2c(O)c(O)cc3c2COCC3)ccc1O,21,288.299,2.5517000000000007,5,3,79.15,2,2,1
HMDB0029304,CC=C1C(O)OC=C(C(=O)OC)C1CC(=O)OCCc1ccc(O)c(O)c1,CC=C1C(O)OC=C(C(=O)OC)C1CC(=O)OCCc1ccc(O)c(O)c1,27,378.37700000000007,1.5415999999999996,8,3,122.52000000000002,6,1,3
HMDB0029307,COc1cc(O)ccc1-c1coc2cc(O)cc(OC)c2c1=O,COc1cc(O)ccc1-c1coc2cc(O)cc(OC)c2c1=O,23,314.29300000000006,2.8884000000000007,6,2,89.13,3,3,0
HMDB0029318,O=C(O)CC(OC(=O)C=Cc1ccc(O)c(O)c1)C(=O)O,O=C(O)CC(OC(=O)C=Cc1ccc(O)c(O)c1)C(=O)O,21,296.23100000000005,0.5821000000000001,8,4,141.35999999999999,6,1,3
HMDB0029322,COc1cc(O)c2c(=O)c3ccccc3n(C)c2c1,COc1cc(O)c2c(=O)c3ccccc3n(C)c2c1,19,255.273,2.4059,3,1,51.46,1,3,1
HMDB0029346,CC(C)=CCCC(C)=CCOC1OC(CO)C(O)C(O)C1O,CC(C)=CCCC(C)=CCOC1OC(CO)C(O)C(O)C1O,22,316.394,0.49559999999999965,6,4,99.38000000000001,7,0,1
HMDB0029355,O=C(O)CC(NC(=O)Cc1ccccc1)C(=O)O,O=C(O)CC(NC(=O)Cc1ccccc1)C(=O)O,18,251.238,0.2731999999999996,5,3,103.7,6,1,0
HMDB0029356,COc1cc(C=CC(O)=NCC(O)=NC(Cc2ccccc2)C(=O)O)ccc1O,COc1cc(C=CC(O)=NCC(O)=NC(Cc2ccccc2)C(=O)O)ccc1O,29,398.4150000000001,3.0229000000000013,6,4,131.94,9,2,2
HMDB0029365,COc1cc(C=CC(=O)NCCc2ccc(O)cc2)ccc1O,COc1cc(C=CC(=O)NCCc2ccc(O)cc2)ccc1O,23,313.353,2.478500000000001,4,3,78.79,6,2,1
HMDB0029366,OC(=NCCc1ccc(O)cc1)c1ccccc1,OC(=NCCc1ccc(O)cc1)c1ccccc1,18,241.29000000000002,2.9395000000000016,2,2,52.82000000000001,4,2,2
HMDB0029367,C[n+]1cc2c3c(ccc2c2ccc4cc5c(cc4c21)OCO5)OCO3,C[n+]1cc2c3c(ccc2c2ccc4cc5c(cc4c21)OCO5)OCO3,25,332.33500000000015,3.4281000000000015,4,0,40.8,0,4,2
HMDB0029374,O=C(C=CC=Cc1ccc2c(c1)OCO2)N1CCCC1,O=C(C=CC=Cc1ccc2c(c1)OCO2)N1CCCC1,20,271.316,2.6071,3,0,38.77,3,1,2
